schema,entity,description,croissance,partitionnement,indexation_minimale,audit
GOV,conflict_resolution_rule,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,data_freeze,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,stewardship_assignment,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,source_priority_matrix,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,data_lineage_record,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
DQ,quality_rule,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,quality_finding,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,duplicate_candidate,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,orphan_object,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,missing_attribute_finding,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,reconciliation_job,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,reconciliation_candidate,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,reconciliation_decision,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,quality_score,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,quality_exception,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,data_quality_campaign,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,correction_batch,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,quality_dashboard_snapshot,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,finding_evidence,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
DQ,quality_sla_policy,"Entité du module Qualité, certification et réconciliation des données utilisée pour Détecter, qualifier, prioriser et corriger les incohérences du référentiel sans écrasement silencieux, avec preuves et r.",DQ,DQ,DQ,DQ
FLOW,flow_rule,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_observation,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_matrix,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_endpoint,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_protocol,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_justification,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_expiration_policy,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,observed_connection,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,firewall_policy_mapping,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,segmentation_zone,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_risk_score,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_exception,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_export_job,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_drift,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
FLOW,flow_impact_report,"Entité du module Flux réseau, matrices de flux et segmentation utilisée pour Maintenir une matrice de flux déclarée, l’observer en continu et la comparer aux flux réels pour soutenir sécurité, migr.",FLOW,FLOW,FLOW,FLOW
CERT,certificate,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_chain,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_authority,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_endpoint,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_subject_alt_name,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_scan,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_risk,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,secret_reference,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,vault_reference,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,kubernetes_secret_reference,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_rotation_window,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_policy,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,certificate_exception,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,pki_inventory_snapshot,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
CERT,tls_scan_evidence,"Entité du module Certificats, PKI et secrets référencés utilisée pour Découvrir, inventorier, relier et contrôler les certificats, chaînes PKI et secrets référencés sans devenir un coffre-fo.",CERT,CERT,CERT,CERT
NCFG,network_config_snapshot,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,golden_config_template,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,config_compliance_rule,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,config_drift,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,config_section,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,remediation_suggestion,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,network_os_profile,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,parser_profile,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,config_collection_job,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,aaa_compliance_check,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,routing_compliance_check,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,firewall_compliance_check,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,interface_compliance_check,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,config_evidence,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
NCFG,config_exception,Entité du module Conformité réseau et configuration attendue utilisée pour Comparer les configurations réseau découvertes avec des configurations attendues versionnées afin de détecter les dérive.,NCFG,NCFG,NCFG,NCFG
FINOPS,cost_source,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,cost_record,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,cost_allocation_rule,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,cost_center,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,budget,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,forecast,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,cost_anomaly,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,showback_report,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,chargeback_report,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,cloud_billing_account,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,datacenter_cost_pool,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,energy_cost_record,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,license_cost_record,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,cost_tag_mapping,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FINOPS,financial_period,"Entité du module FinOps, coûts, showback et chargeback utilisée pour Rattacher les coûts cloud, datacenter, licences, énergie, support et contrats aux actifs, applications, tenants et servi.",FINOPS,FINOPS,FINOPS,FINOPS
FIELD,field_operation_sheet,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,physical_qr_code,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,barcode_assignment,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,offline_sync_package,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,field_checklist,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,field_evidence,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,intervention_lock,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,physical_verification_step,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,before_after_photo,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,field_operator_profile,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,mobile_sync_event,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,rack_visit,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,cable_trace_task,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,operation_safety_warning,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
FIELD,field_operation_audit,"Entité du module Field Operations et mobilité datacenter utilisée pour Réduire les erreurs terrain par des fiches d’intervention, QR codes, mode mobile/offline et validations de localisation .",FIELD,FIELD,FIELD,FIELD
SIM,simulation_scenario,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,simulation_input,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,simulation_result,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,impact_report,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,migration_wave,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,move_group,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,readiness_score,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,blocking_dependency,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,scenario_comparison,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,capacity_delta,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,risk_delta,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,migration_constraint,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,migration_checkpoint,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,rollback_assumption,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
SIM,simulation_evidence,"Entité du module Simulation, analyse d’impact et migration planning utilisée pour Simuler les changements d’infrastructure et organiser les migrations datacenter, cloud, IPAM ou applicatives avec analys.",SIM,SIM,SIM,SIM
GREEN,energy_measurement,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,pue_record,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,carbon_factor,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,carbon_estimate,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,green_score,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,underutilized_asset_finding,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,energy_capacity_forecast,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,cooling_capacity_forecast,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,sustainability_report,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,energy_cost_mapping,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,consolidation_candidate,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,placement_energy_constraint,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,greenops_policy,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,energy_anomaly,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
GREEN,measurement_source,"Entité du module GreenOps et capacité énergétique utilisée pour Mesurer, corréler et optimiser consommation énergétique, refroidissement, espace, poids et empreinte estimée afin de com.",GREEN,GREEN,GREEN,GREEN
SBOM,sbom_document,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,sbom_component,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,software_component_version,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,component_license,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,vulnerability_record,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
SBOM,exposure_context,"Entité du module SBOM, vulnérabilités et exposition contextualisée utilisée pour Importer et corréler SBOM, composants, licences et vulnérabilités avec le contexte réel des actifs, dépendances, exposit.",SBOM,SBOM,SBOM,SBOM
