id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00397,V18,FINOPS,Exploitation,N2,"Le module FinOps, coûts, showback et chargeback doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00398,V18,FINOPS,Acceptation,N1,"Le module FinOps, coûts, showback et chargeback doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00399,V19,FIELD,Fonctionnelle,N1,"OpenInfra doit fournir le module Field Operations et mobilité datacenter avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine Field Operations et mobilité datacenter apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Field Operations et mobilité datacenter est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00400,V19,FIELD,Fonctionnelle,N1,"Le module Field Operations et mobilité datacenter doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00401,V19,FIELD,Données,N1,"Le modèle de données du module Field Operations et mobilité datacenter doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00402,V19,FIELD,Performance,N1,"Les données volumineuses du module Field Operations et mobilité datacenter doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00403,V19,FIELD,Sécurité,N1,"Le module Field Operations et mobilité datacenter doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00404,V19,FIELD,Résilience,N1,"Les traitements longs du module Field Operations et mobilité datacenter doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00405,V19,FIELD,Observabilité,N2,"Le module Field Operations et mobilité datacenter doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00406,V19,FIELD,API,N1,"Les APIs du module Field Operations et mobilité datacenter doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00407,V19,FIELD,Audit,N1,"Toute modification métier du module Field Operations et mobilité datacenter doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00408,V19,FIELD,Intégration,N2,Le module Field Operations et mobilité datacenter doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00409,V19,FIELD,Fonctionnelle,N1,"Le module Field Operations et mobilité datacenter doit fournir au moins les capacités suivantes : génération de fiche d’intervention depuis équipement, rack, câble, PDU ou certificat; affichage chemin physique complet avec site, bâtiment, salle, ligne, colonne, X/Y/Z, rack, face et U; QR code et code-barres pour actif, rack, PDU, câble et emplacement; mode mobile avec consultation offline contrôlée.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00410,V19,FIELD,Fonctionnelle,N2,"Le module Field Operations et mobilité datacenter doit fournir les capacités avancées suivantes : checklists de manipulation et validations avant/après; photos avant/après et preuves rattachées à l’actif; verrou logique d’intervention hors ITSM pour éviter manipulations concurrentes; avertissement sur dépendances critiques, flux, alimentation et SPOF avant intervention.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00411,V19,FIELD,Qualité,N1,"Les données du module Field Operations et mobilité datacenter doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00412,V19,FIELD,Exploitation,N2,"Le module Field Operations et mobilité datacenter doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00413,V19,FIELD,Acceptation,N1,"Le module Field Operations et mobilité datacenter doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00414,V20,SIM,Fonctionnelle,N1,"OpenInfra doit fournir le module Simulation, analyse d’impact et migration planning avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.","Le domaine Simulation, analyse d’impact et migration planning apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.","Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Simulation, analyse d’impact et migration planning est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00415,V20,SIM,Fonctionnelle,N1,"Le module Simulation, analyse d’impact et migration planning doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00416,V20,SIM,Données,N1,"Le modèle de données du module Simulation, analyse d’impact et migration planning doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00417,V20,SIM,Performance,N1,"Les données volumineuses du module Simulation, analyse d’impact et migration planning doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00418,V20,SIM,Sécurité,N1,"Le module Simulation, analyse d’impact et migration planning doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00419,V20,SIM,Résilience,N1,"Les traitements longs du module Simulation, analyse d’impact et migration planning doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00420,V20,SIM,Observabilité,N2,"Le module Simulation, analyse d’impact et migration planning doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00421,V20,SIM,API,N1,"Les APIs du module Simulation, analyse d’impact et migration planning doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00422,V20,SIM,Audit,N1,"Toute modification métier du module Simulation, analyse d’impact et migration planning doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00423,V20,SIM,Intégration,N2,"Le module Simulation, analyse d’impact et migration planning doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.",Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00424,V20,SIM,Fonctionnelle,N1,"Le module Simulation, analyse d’impact et migration planning doit fournir au moins les capacités suivantes : simulation déplacement, ajout, retrait ou coupure d’équipement; simulation changement VLAN, VRF, subnet, DNS, firewall ou PDU; analyse d’impact sur dépendances, flux, IPAM, énergie, refroidissement, coût et service métier; création de groupes de migration par affinité technique et métier.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00425,V20,SIM,Fonctionnelle,N2,"Le module Simulation, analyse d’impact et migration planning doit fournir les capacités avancées suivantes : readiness score par application, actif, subnet ou site; planning de vagues de migration avec contraintes et dépendances bloquantes; rapport avant/après et comparaison de scénarios; aucune exécution de changement sans intégration externe explicitement configurée.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00426,V20,SIM,Qualité,N1,"Les données du module Simulation, analyse d’impact et migration planning doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00427,V20,SIM,Exploitation,N2,"Le module Simulation, analyse d’impact et migration planning doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00428,V20,SIM,Acceptation,N1,"Le module Simulation, analyse d’impact et migration planning doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00429,V21,GREEN,Fonctionnelle,N1,"OpenInfra doit fournir le module GreenOps et capacité énergétique avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine GreenOps et capacité énergétique apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module GreenOps et capacité énergétique est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00430,V21,GREEN,Fonctionnelle,N1,"Le module GreenOps et capacité énergétique doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00431,V21,GREEN,Données,N1,"Le modèle de données du module GreenOps et capacité énergétique doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00432,V21,GREEN,Performance,N1,"Les données volumineuses du module GreenOps et capacité énergétique doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00433,V21,GREEN,Sécurité,N1,"Le module GreenOps et capacité énergétique doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00434,V21,GREEN,Résilience,N1,"Les traitements longs du module GreenOps et capacité énergétique doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00435,V21,GREEN,Observabilité,N2,"Le module GreenOps et capacité énergétique doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00436,V21,GREEN,API,N1,"Les APIs du module GreenOps et capacité énergétique doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00437,V21,GREEN,Audit,N1,"Toute modification métier du module GreenOps et capacité énergétique doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00438,V21,GREEN,Intégration,N2,Le module GreenOps et capacité énergétique doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00439,V21,GREEN,Fonctionnelle,N1,"Le module GreenOps et capacité énergétique doit fournir au moins les capacités suivantes : suivi consommation par site, salle, rack, PDU, équipement et application; modélisation PUE, coût énergétique et estimation carbone selon facteurs configurables; détection équipements zombies ou sous-utilisés; corrélation énergie ↔ coût ↔ capacité ↔ refroidissement ↔ criticité métier.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00440,V21,GREEN,Fonctionnelle,N2,"Le module GreenOps et capacité énergétique doit fournir les capacités avancées suivantes : prévision saturation énergie/refroidissement/espace/poids; suggestions de consolidation ou déplacement avec validation humaine; rapports GreenOps par tenant, site, application et période; traçabilité des hypothèses de calcul.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00441,V21,GREEN,Qualité,N1,"Les données du module GreenOps et capacité énergétique doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00442,V21,GREEN,Exploitation,N2,"Le module GreenOps et capacité énergétique doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00443,V21,GREEN,Acceptation,N1,"Le module GreenOps et capacité énergétique doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00444,V22,SBOM,Fonctionnelle,N1,"OpenInfra doit fournir le module SBOM, vulnérabilités et exposition contextualisée avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.","Le domaine SBOM, vulnérabilités et exposition contextualisée apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.","Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module SBOM, vulnérabilités et exposition contextualisée est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00445,V22,SBOM,Fonctionnelle,N1,"Le module SBOM, vulnérabilités et exposition contextualisée doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00446,V22,SBOM,Données,N1,"Le modèle de données du module SBOM, vulnérabilités et exposition contextualisée doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00447,V22,SBOM,Performance,N1,"Les données volumineuses du module SBOM, vulnérabilités et exposition contextualisée doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00448,V22,SBOM,Sécurité,N1,"Le module SBOM, vulnérabilités et exposition contextualisée doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00449,V22,SBOM,Résilience,N1,"Les traitements longs du module SBOM, vulnérabilités et exposition contextualisée doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00450,V22,SBOM,Observabilité,N2,"Le module SBOM, vulnérabilités et exposition contextualisée doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00451,V22,SBOM,API,N1,"Les APIs du module SBOM, vulnérabilités et exposition contextualisée doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00452,V22,SBOM,Audit,N1,"Toute modification métier du module SBOM, vulnérabilités et exposition contextualisée doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00453,V22,SBOM,Intégration,N2,"Le module SBOM, vulnérabilités et exposition contextualisée doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.",Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00454,V22,SBOM,Fonctionnelle,N1,"Le module SBOM, vulnérabilités et exposition contextualisée doit fournir au moins les capacités suivantes : import CycloneDX et SPDX; versionnement SBOM par application, image, release et environnement; corrélation composant ↔ version ↔ licence ↔ CVE ↔ application ↔ actif; exposition contextualisée selon Internet, flux, criticité métier et dépendances.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00455,V22,SBOM,Fonctionnelle,N2,"Le module SBOM, vulnérabilités et exposition contextualisée doit fournir les capacités avancées suivantes : priorisation risque selon exploitabilité, criticité, exposition et compensating controls; comparaison SBOM entre releases; intégration CI/CD par API et webhooks; exports conformité et preuves d’audit.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00456,V22,SBOM,Qualité,N1,"Les données du module SBOM, vulnérabilités et exposition contextualisée doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00457,V22,SBOM,Exploitation,N2,"Le module SBOM, vulnérabilités et exposition contextualisée doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00458,V22,SBOM,Acceptation,N1,"Le module SBOM, vulnérabilités et exposition contextualisée doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00459,V23,K8S,Fonctionnelle,N1,"OpenInfra doit fournir le module Kubernetes avancé et mapping cloud-native avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine Kubernetes avancé et mapping cloud-native apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Kubernetes avancé et mapping cloud-native est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00460,V23,K8S,Fonctionnelle,N1,"Le module Kubernetes avancé et mapping cloud-native doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00461,V23,K8S,Données,N1,"Le modèle de données du module Kubernetes avancé et mapping cloud-native doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00462,V23,K8S,Performance,N1,"Les données volumineuses du module Kubernetes avancé et mapping cloud-native doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00463,V23,K8S,Sécurité,N1,"Le module Kubernetes avancé et mapping cloud-native doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00464,V23,K8S,Résilience,N1,"Les traitements longs du module Kubernetes avancé et mapping cloud-native doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00465,V23,K8S,Observabilité,N2,"Le module Kubernetes avancé et mapping cloud-native doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00466,V23,K8S,API,N1,"Les APIs du module Kubernetes avancé et mapping cloud-native doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00467,V23,K8S,Audit,N1,"Toute modification métier du module Kubernetes avancé et mapping cloud-native doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00468,V23,K8S,Intégration,N2,Le module Kubernetes avancé et mapping cloud-native doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00469,V23,K8S,Fonctionnelle,N1,"Le module Kubernetes avancé et mapping cloud-native doit fournir au moins les capacités suivantes : inventaire clusters, namespaces, nodes, workloads, pods, services, ingress, network policies et volumes; mapping pod → node → VM → hyperviseur → serveur → rack → salle; corrélation images, SBOM, certificats, secrets référencés et expositions externes; multi-cluster et clusters managés cloud.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00470,V23,K8S,Fonctionnelle,N2,"Le module Kubernetes avancé et mapping cloud-native doit fournir les capacités avancées suivantes : conformité labels, annotations, propriétaires et environnements; dépendances service mesh, ingress, load balancer et DNS; analyse capacité CPU/mémoire/stockage par cluster et namespace; détection dérives entre état attendu GitOps et état découvert.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00471,V23,K8S,Qualité,N1,"Les données du module Kubernetes avancé et mapping cloud-native doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00472,V23,K8S,Exploitation,N2,"Le module Kubernetes avancé et mapping cloud-native doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00473,V23,K8S,Acceptation,N1,"Le module Kubernetes avancé et mapping cloud-native doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00474,V24,POLICY,Fonctionnelle,N1,"OpenInfra doit fournir le module Policy Engine et conformité continue avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine Policy Engine et conformité continue apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Policy Engine et conformité continue est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00475,V24,POLICY,Fonctionnelle,N1,"Le module Policy Engine et conformité continue doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00476,V24,POLICY,Données,N1,"Le modèle de données du module Policy Engine et conformité continue doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00477,V24,POLICY,Performance,N1,"Les données volumineuses du module Policy Engine et conformité continue doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
