id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00361,V16,CERT,API,N1,"Les APIs du module Certificats, PKI et secrets référencés doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00362,V16,CERT,Audit,N1,"Toute modification métier du module Certificats, PKI et secrets référencés doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00363,V16,CERT,Intégration,N2,"Le module Certificats, PKI et secrets référencés doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.",Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00364,V16,CERT,Fonctionnelle,N1,"Le module Certificats, PKI et secrets référencés doit fournir au moins les capacités suivantes : inventaire TLS depuis réseau, load balancers, ingress Kubernetes, cloud, fichiers et APIs externes; corrélation certificat ↔ endpoint ↔ application ↔ propriétaire ↔ service métier; suivi expiration, algorithme, taille de clé, SAN, autorité émettrice et chaîne de confiance; détection certificats expirés, faibles, auto-signés, doublons ou non conformes.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00365,V16,CERT,Fonctionnelle,N2,"Le module Certificats, PKI et secrets référencés doit fournir les capacités avancées suivantes : référencement de secrets Vault/SOPS/Kubernetes Secrets sans exposition du secret brut; notifications webhooks et rapports avant expiration; historique des certificats et comparaison entre renouvellements; score de risque certificat selon exposition et criticité métier.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00366,V16,CERT,Qualité,N1,"Les données du module Certificats, PKI et secrets référencés doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00367,V16,CERT,Exploitation,N2,"Le module Certificats, PKI et secrets référencés doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00368,V16,CERT,Acceptation,N1,"Le module Certificats, PKI et secrets référencés doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00369,V17,NCFG,Fonctionnelle,N1,"OpenInfra doit fournir le module Conformité réseau et configuration attendue avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine Conformité réseau et configuration attendue apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Conformité réseau et configuration attendue est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00370,V17,NCFG,Fonctionnelle,N1,"Le module Conformité réseau et configuration attendue doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00371,V17,NCFG,Données,N1,"Le modèle de données du module Conformité réseau et configuration attendue doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00372,V17,NCFG,Performance,N1,"Les données volumineuses du module Conformité réseau et configuration attendue doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00373,V17,NCFG,Sécurité,N1,"Le module Conformité réseau et configuration attendue doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00374,V17,NCFG,Résilience,N1,"Les traitements longs du module Conformité réseau et configuration attendue doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00375,V17,NCFG,Observabilité,N2,"Le module Conformité réseau et configuration attendue doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00376,V17,NCFG,API,N1,"Les APIs du module Conformité réseau et configuration attendue doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00377,V17,NCFG,Audit,N1,"Toute modification métier du module Conformité réseau et configuration attendue doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00378,V17,NCFG,Intégration,N2,Le module Conformité réseau et configuration attendue doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00379,V17,NCFG,Fonctionnelle,N1,"Le module Conformité réseau et configuration attendue doit fournir au moins les capacités suivantes : définition de golden configurations par constructeur, modèle, rôle, site et environnement; contrôle conformité AAA, NTP, SNMP, syslog, TACACS/RADIUS, BGP, OSPF, VRF, VLAN et ACL; parsing sécurisé des configurations collectées; détection de drift par règle, section et criticité.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00380,V17,NCFG,Fonctionnelle,N2,"Le module Conformité réseau et configuration attendue doit fournir les capacités avancées suivantes : historique des configurations découvertes avec chiffrement si nécessaire; rapports de conformité par équipement, site et domaine réseau; suggestions de remédiation non exécutées automatiquement; intégration avec matrice de flux et policy engine.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00381,V17,NCFG,Qualité,N1,"Les données du module Conformité réseau et configuration attendue doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00382,V17,NCFG,Exploitation,N2,"Le module Conformité réseau et configuration attendue doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00383,V17,NCFG,Acceptation,N1,"Le module Conformité réseau et configuration attendue doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00384,V18,FINOPS,Fonctionnelle,N1,"OpenInfra doit fournir le module FinOps, coûts, showback et chargeback avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.","Le domaine FinOps, coûts, showback et chargeback apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.","Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module FinOps, coûts, showback et chargeback est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00385,V18,FINOPS,Fonctionnelle,N1,"Le module FinOps, coûts, showback et chargeback doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00386,V18,FINOPS,Données,N1,"Le modèle de données du module FinOps, coûts, showback et chargeback doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00387,V18,FINOPS,Performance,N1,"Les données volumineuses du module FinOps, coûts, showback et chargeback doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00388,V18,FINOPS,Sécurité,N1,"Le module FinOps, coûts, showback et chargeback doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00389,V18,FINOPS,Résilience,N1,"Les traitements longs du module FinOps, coûts, showback et chargeback doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00390,V18,FINOPS,Observabilité,N2,"Le module FinOps, coûts, showback et chargeback doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00391,V18,FINOPS,API,N1,"Les APIs du module FinOps, coûts, showback et chargeback doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00392,V18,FINOPS,Audit,N1,"Toute modification métier du module FinOps, coûts, showback et chargeback doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00393,V18,FINOPS,Intégration,N2,"Le module FinOps, coûts, showback et chargeback doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.",Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00394,V18,FINOPS,Fonctionnelle,N1,"Le module FinOps, coûts, showback et chargeback doit fournir au moins les capacités suivantes : import des coûts cloud, SaaS, datacenter, énergie, licences, support et contrats; allocation par actif, application, service métier, tenant, propriétaire, tag et centre de coût; showback et chargeback configurable; budgets, prévisions, anomalies et tendances.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00395,V18,FINOPS,Fonctionnelle,N2,"Le module FinOps, coûts, showback et chargeback doit fournir les capacités avancées suivantes : coût par environnement et coût par dépendance applicative; corrélation coût ↔ capacité ↔ consommation ↔ criticité; rapports exécutifs et exports financiers contrôlés; gestion des règles d’allocation et des exceptions.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00396,V18,FINOPS,Qualité,N1,"Les données du module FinOps, coûts, showback et chargeback doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00397,V18,FINOPS,Exploitation,N2,"Le module FinOps, coûts, showback et chargeback doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00398,V18,FINOPS,Acceptation,N1,"Le module FinOps, coûts, showback et chargeback doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00399,V19,FIELD,Fonctionnelle,N1,"OpenInfra doit fournir le module Field Operations et mobilité datacenter avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine Field Operations et mobilité datacenter apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Field Operations et mobilité datacenter est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00400,V19,FIELD,Fonctionnelle,N1,"Le module Field Operations et mobilité datacenter doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00401,V19,FIELD,Données,N1,"Le modèle de données du module Field Operations et mobilité datacenter doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00402,V19,FIELD,Performance,N1,"Les données volumineuses du module Field Operations et mobilité datacenter doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00403,V19,FIELD,Sécurité,N1,"Le module Field Operations et mobilité datacenter doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00404,V19,FIELD,Résilience,N1,"Les traitements longs du module Field Operations et mobilité datacenter doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00405,V19,FIELD,Observabilité,N2,"Le module Field Operations et mobilité datacenter doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00406,V19,FIELD,API,N1,"Les APIs du module Field Operations et mobilité datacenter doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00407,V19,FIELD,Audit,N1,"Toute modification métier du module Field Operations et mobilité datacenter doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00408,V19,FIELD,Intégration,N2,Le module Field Operations et mobilité datacenter doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00409,V19,FIELD,Fonctionnelle,N1,"Le module Field Operations et mobilité datacenter doit fournir au moins les capacités suivantes : génération de fiche d’intervention depuis équipement, rack, câble, PDU ou certificat; affichage chemin physique complet avec site, bâtiment, salle, ligne, colonne, X/Y/Z, rack, face et U; QR code et code-barres pour actif, rack, PDU, câble et emplacement; mode mobile avec consultation offline contrôlée.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00410,V19,FIELD,Fonctionnelle,N2,"Le module Field Operations et mobilité datacenter doit fournir les capacités avancées suivantes : checklists de manipulation et validations avant/après; photos avant/après et preuves rattachées à l’actif; verrou logique d’intervention hors ITSM pour éviter manipulations concurrentes; avertissement sur dépendances critiques, flux, alimentation et SPOF avant intervention.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00411,V19,FIELD,Qualité,N1,"Les données du module Field Operations et mobilité datacenter doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00412,V19,FIELD,Exploitation,N2,"Le module Field Operations et mobilité datacenter doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00413,V19,FIELD,Acceptation,N1,"Le module Field Operations et mobilité datacenter doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00414,V20,SIM,Fonctionnelle,N1,"OpenInfra doit fournir le module Simulation, analyse d’impact et migration planning avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.","Le domaine Simulation, analyse d’impact et migration planning apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.","Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Simulation, analyse d’impact et migration planning est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00415,V20,SIM,Fonctionnelle,N1,"Le module Simulation, analyse d’impact et migration planning doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00416,V20,SIM,Données,N1,"Le modèle de données du module Simulation, analyse d’impact et migration planning doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00417,V20,SIM,Performance,N1,"Les données volumineuses du module Simulation, analyse d’impact et migration planning doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00418,V20,SIM,Sécurité,N1,"Le module Simulation, analyse d’impact et migration planning doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00419,V20,SIM,Résilience,N1,"Les traitements longs du module Simulation, analyse d’impact et migration planning doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00420,V20,SIM,Observabilité,N2,"Le module Simulation, analyse d’impact et migration planning doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00421,V20,SIM,API,N1,"Les APIs du module Simulation, analyse d’impact et migration planning doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00422,V20,SIM,Audit,N1,"Toute modification métier du module Simulation, analyse d’impact et migration planning doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00423,V20,SIM,Intégration,N2,"Le module Simulation, analyse d’impact et migration planning doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.",Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00424,V20,SIM,Fonctionnelle,N1,"Le module Simulation, analyse d’impact et migration planning doit fournir au moins les capacités suivantes : simulation déplacement, ajout, retrait ou coupure d’équipement; simulation changement VLAN, VRF, subnet, DNS, firewall ou PDU; analyse d’impact sur dépendances, flux, IPAM, énergie, refroidissement, coût et service métier; création de groupes de migration par affinité technique et métier.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00425,V20,SIM,Fonctionnelle,N2,"Le module Simulation, analyse d’impact et migration planning doit fournir les capacités avancées suivantes : readiness score par application, actif, subnet ou site; planning de vagues de migration avec contraintes et dépendances bloquantes; rapport avant/après et comparaison de scénarios; aucune exécution de changement sans intégration externe explicitement configurée.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00426,V20,SIM,Qualité,N1,"Les données du module Simulation, analyse d’impact et migration planning doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00427,V20,SIM,Exploitation,N2,"Le module Simulation, analyse d’impact et migration planning doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00428,V20,SIM,Acceptation,N1,"Le module Simulation, analyse d’impact et migration planning doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00429,V21,GREEN,Fonctionnelle,N1,"OpenInfra doit fournir le module GreenOps et capacité énergétique avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine GreenOps et capacité énergétique apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module GreenOps et capacité énergétique est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00430,V21,GREEN,Fonctionnelle,N1,"Le module GreenOps et capacité énergétique doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00431,V21,GREEN,Données,N1,"Le modèle de données du module GreenOps et capacité énergétique doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00432,V21,GREEN,Performance,N1,"Les données volumineuses du module GreenOps et capacité énergétique doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00433,V21,GREEN,Sécurité,N1,"Le module GreenOps et capacité énergétique doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00434,V21,GREEN,Résilience,N1,"Les traitements longs du module GreenOps et capacité énergétique doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00435,V21,GREEN,Observabilité,N2,"Le module GreenOps et capacité énergétique doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00436,V21,GREEN,API,N1,"Les APIs du module GreenOps et capacité énergétique doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00437,V21,GREEN,Audit,N1,"Toute modification métier du module GreenOps et capacité énergétique doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00438,V21,GREEN,Intégration,N2,Le module GreenOps et capacité énergétique doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00439,V21,GREEN,Fonctionnelle,N1,"Le module GreenOps et capacité énergétique doit fournir au moins les capacités suivantes : suivi consommation par site, salle, rack, PDU, équipement et application; modélisation PUE, coût énergétique et estimation carbone selon facteurs configurables; détection équipements zombies ou sous-utilisés; corrélation énergie ↔ coût ↔ capacité ↔ refroidissement ↔ criticité métier.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00440,V21,GREEN,Fonctionnelle,N2,"Le module GreenOps et capacité énergétique doit fournir les capacités avancées suivantes : prévision saturation énergie/refroidissement/espace/poids; suggestions de consolidation ou déplacement avec validation humaine; rapports GreenOps par tenant, site, application et période; traçabilité des hypothèses de calcul.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00441,V21,GREEN,Qualité,N1,"Les données du module GreenOps et capacité énergétique doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00442,V21,GREEN,Exploitation,N2,"Le module GreenOps et capacité énergétique doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
