id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00236,V10,AI,Audit,N2,"Le domaine Détection d’anomalies doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00237,V10,AI,Performance,N2,Le domaine Détection d’anomalies doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00238,V10,AI,Automatisation,N2,"Le périmètre Capacity planning du volume IA & Automatisation doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Capacity planning fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Capacity planning, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00239,V10,AI,Audit,N2,"Le domaine Capacity planning doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00240,V10,AI,Performance,N2,Le domaine Capacity planning doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00241,V10,AI,Automatisation,N2,"Le périmètre Suggestions de placement du volume IA & Automatisation doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Suggestions de placement fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Suggestions de placement, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00242,V10,AI,Audit,N2,"Le domaine Suggestions de placement doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00243,V10,AI,Performance,N2,Le domaine Suggestions de placement doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00244,V10,AI,Automatisation,N2,"Le périmètre Optimisation des préfixes du volume IA & Automatisation doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Optimisation des préfixes fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Optimisation des préfixes, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00245,V10,AI,Audit,N2,"Le domaine Optimisation des préfixes doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00246,V10,AI,Performance,N2,Le domaine Optimisation des préfixes doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00247,V10,AI,Automatisation,N2,"Le périmètre Prévision de saturation du volume IA & Automatisation doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Prévision de saturation fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Prévision de saturation, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00248,V10,AI,Audit,N2,"Le domaine Prévision de saturation doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00249,V10,AI,Performance,N2,Le domaine Prévision de saturation doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00250,V10,AI,Automatisation,N2,"Le périmètre Recherche en langage naturel du volume IA & Automatisation doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Recherche en langage naturel fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Recherche en langage naturel, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00251,V10,AI,Audit,N2,"Le domaine Recherche en langage naturel doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00252,V10,AI,Performance,N2,Le domaine Recherche en langage naturel doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00253,V10,AI,Automatisation,N2,"Le périmètre Assistant RAG sur le référentiel du volume IA & Automatisation doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Assistant RAG sur le référentiel fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Assistant RAG sur le référentiel, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00254,V10,AI,Audit,N2,"Le domaine Assistant RAG sur le référentiel doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00255,V10,AI,Performance,N2,Le domaine Assistant RAG sur le référentiel doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00256,V11,OPS,Exploitation,N1,"Le périmètre Déploiement du volume Administration doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Déploiement fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Déploiement, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00257,V11,OPS,Audit,N2,"Le domaine Déploiement doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00258,V11,OPS,Performance,N2,Le domaine Déploiement doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00259,V11,OPS,Exploitation,N1,"Le périmètre Kubernetes du volume Administration doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Kubernetes fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Kubernetes, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00260,V11,OPS,Audit,N2,"Le domaine Kubernetes doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00261,V11,OPS,Performance,N2,Le domaine Kubernetes doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00262,V11,OPS,Exploitation,N1,"Le périmètre Docker du volume Administration doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Docker fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Docker, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00263,V11,OPS,Audit,N2,"Le domaine Docker doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00264,V11,OPS,Performance,N2,Le domaine Docker doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00265,V11,OPS,Exploitation,N1,"Le périmètre Sauvegarde du volume Administration doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Sauvegarde fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Sauvegarde, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00266,V11,OPS,Audit,N2,"Le domaine Sauvegarde doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00267,V11,OPS,Performance,N2,Le domaine Sauvegarde doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00268,V11,OPS,Exploitation,N1,"Le périmètre PRA/PCA du volume Administration doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine PRA/PCA fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion PRA/PCA, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00269,V11,OPS,Audit,N2,"Le domaine PRA/PCA doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00270,V11,OPS,Performance,N2,Le domaine PRA/PCA doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00271,V11,OPS,Exploitation,N1,"Le périmètre Observabilité du volume Administration doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Observabilité fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Observabilité, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00272,V11,OPS,Audit,N2,"Le domaine Observabilité doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00273,V11,OPS,Performance,N2,Le domaine Observabilité doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00274,V12,QA,Qualité,N1,"Le périmètre Tests du volume Qualité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Tests fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Tests, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00275,V12,QA,Audit,N2,"Le domaine Tests doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00276,V12,QA,Performance,N1,Le domaine Tests doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00277,V12,QA,Qualité,N1,"Le périmètre CI/CD du volume Qualité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine CI/CD fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion CI/CD, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00278,V12,QA,Audit,N2,"Le domaine CI/CD doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00279,V12,QA,Performance,N1,Le domaine CI/CD doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00280,V12,QA,Qualité,N1,"Le périmètre Performances du volume Qualité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Performances fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Performances, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00281,V12,QA,Audit,N2,"Le domaine Performances doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00282,V12,QA,Performance,N1,Le domaine Performances doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00283,V12,QA,Qualité,N1,"Le périmètre Critères d’acceptation du volume Qualité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Critères d’acceptation fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Critères d’acceptation, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00284,V12,QA,Audit,N2,"Le domaine Critères d’acceptation doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00285,V12,QA,Performance,N1,Le domaine Critères d’acceptation doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00286,V12,QA,Qualité,N1,"Le périmètre Matrice d’exigences du volume Qualité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Matrice d’exigences fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Matrice d’exigences, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00287,V12,QA,Audit,N2,"Le domaine Matrice d’exigences doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00288,V12,QA,Performance,N1,Le domaine Matrice d’exigences doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00289,V11,DATA,Technique,N1,PostgreSQL doit être en version 16 ou supérieure sauf contrainte de support explicitement acceptée.,Bénéficier des capacités modernes de performance et observabilité.,Contrôle manifeste de déploiement.,La version effective est visible dans le diagnostic système.
REQ-00290,V11,DATA,Technique,N1,Le cluster doit utiliser un primaire lecture/écriture et au moins deux réplicas lecture seule.,Assurer HA et scalabilité lecture.,Test d’intégration cluster.,"Les lectures peuvent être routées vers réplicas, les écritures vers primaire."
REQ-00291,V11,DATA,Technique,N1,PgBouncer doit être utilisé pour le pooling applicatif avec configuration adaptée aux transactions courtes.,Éviter saturation connexions PostgreSQL.,Test charge connexions.,Le pool absorbe la charge cible sans épuisement des connexions.
REQ-00292,V11,DATA,Technique,N1,"pgBackRest ou équivalent doit gérer sauvegardes, WAL archiving et PITR.",Garantir restaurabilité.,Test restauration.,Restauration à un instant donné démontrée sur environnement isolé.
REQ-00293,V11,DATA,Technique,N1,"Les tables audit, discovery, historique, métriques, relations, IP history, scans, cloud metadata, DNS/DHCP events doivent être partitionnées.",Prévenir croissance monolithique.,Contrôle DDL automatique.,Chaque table massive a une clé de partition stable et documentée.
REQ-00294,V11,DATA,Technique,N1,"La stratégie hot/warm/cold doit être configurable par domaine, tenant et type d’événement.",Adapter rétention aux contraintes métier et coût.,Test archivage/purge.,"Les partitions froides sont externalisables vers S3, Parquet ou réplica analytique."
REQ-00295,V11,DATA,Technique,N1,"Chaque endpoint critique doit avoir un budget SQL, un timeout et une preuve EXPLAIN sur jeu représentatif.",Maîtriser latence p95/p99.,Pipeline performance.,Les plans SQL de référence sont conservés et comparés.
REQ-00296,V11,DATA,Technique,N1,pg_stat_statements doit être activé et supervisé.,Identifier requêtes lentes et régressions.,Contrôle métriques.,Dashboard requêtes lentes opérationnel.
REQ-00297,V11,DATA,Technique,N1,"Les migrations doivent être versionnées, idempotentes, rejouables et accompagnées d’un plan rollback compatible.",Réduire risque d’évolution schéma.,Test migration forward/rollback.,Une migration échouée ne laisse pas le schéma incohérent.
REQ-00298,V11,DATA,Technique,N1,"Le modèle doit séparer OLTP et analytique, PostgreSQL transactionnel ne servant pas d’entrepôt illimité.",Éviter surcharge transactionnelle.,Revue architecture reporting.,"Les exports/reportings lourds passent par files, vues matérialisées ou stockage analytique."
REQ-00299,V12,API,Performance,N1,Recherche par identifiant inférieure à 50 ms p95 sur jeu représentatif.,Accès opérationnel immédiat.,Benchmark API.,p95 mesuré inférieur au seuil.
REQ-00300,V12,API,Performance,N1,Recherche indexée simple inférieure à 200 ms p95.,Préserver expérience utilisateur.,Benchmark API.,p95 mesuré inférieur au seuil.
REQ-00301,V12,IPAM,Performance,N1,Recherche IPAM dans VRF inférieure à 300 ms p95.,IPAM doit rester rapide avec VRF et chevauchements.,Benchmark IPAM.,p95 mesuré inférieur au seuil.
REQ-00302,V12,SOT,Performance,N1,Recherche équipement par clé unique inférieure à 100 ms p95.,Support interventions rapides.,Benchmark SOT.,p95 mesuré inférieur au seuil.
REQ-00303,V12,API,Performance,N1,Pagination API standard inférieure à 500 ms p95.,Navigation stable.,Benchmark API.,p95 mesuré inférieur au seuil.
REQ-00304,V12,DATA,Performance,N1,Insertion batch supérieure ou égale à 50 000 lignes/minute par worker.,Support imports/discovery massifs.,Benchmark batch.,Débit mesuré atteint ou dépasse le seuil.
REQ-00305,V12,API,Performance,N1,p95 API critique inférieur à 500 ms et p99 inférieur à 1 500 ms.,Garantir performance sous charge.,Test charge.,Seuils respectés pendant le scénario cible.
REQ-00306,V12,OPS,Performance,N1,La solution doit supporter au minimum 500 utilisateurs simultanés et 10 000 appels API/minute.,Dimensionnement entreprise.,Test charge distribué.,Aucune erreur critique ni saturation non contrôlée.
REQ-00307,V12,DISC,Performance,N1,La solution doit importer 1 000 000 lignes en batch sans interrompre l’usage interactif.,Garantir coexistence traitements longs et UI.,Test charge mixte.,Latence interactive reste dans le budget défini.
REQ-00308,V12,IPAM,Performance,N1,Les allocations IP concurrentes doivent rester sans conflit sous charge.,Intégrité IPAM critique.,Test de concurrence.,Aucun doublon ni état incohérent.
REQ-00309,V13,GOV,Fonctionnelle,N1,"OpenInfra doit fournir le module Gouvernance de la donnée et sources autoritatives avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.",Le domaine Gouvernance de la donnée et sources autoritatives apporte une capacité entreprise nécessaire au référentiel OpenInfra v4.,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Gouvernance de la donnée et sources autoritatives est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00310,V13,GOV,Fonctionnelle,N1,"Le module Gouvernance de la donnée et sources autoritatives doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00311,V13,GOV,Données,N1,"Le modèle de données du module Gouvernance de la donnée et sources autoritatives doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00312,V13,GOV,Performance,N1,"Les données volumineuses du module Gouvernance de la donnée et sources autoritatives doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00313,V13,GOV,Sécurité,N1,"Le module Gouvernance de la donnée et sources autoritatives doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00314,V13,GOV,Résilience,N1,"Les traitements longs du module Gouvernance de la donnée et sources autoritatives doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00315,V13,GOV,Observabilité,N2,"Le module Gouvernance de la donnée et sources autoritatives doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00316,V13,GOV,API,N1,"Les APIs du module Gouvernance de la donnée et sources autoritatives doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00317,V13,GOV,Audit,N1,"Toute modification métier du module Gouvernance de la donnée et sources autoritatives doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00318,V13,GOV,Intégration,N2,Le module Gouvernance de la donnée et sources autoritatives doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00319,V13,GOV,Fonctionnelle,N1,"Le module Gouvernance de la donnée et sources autoritatives doit fournir au moins les capacités suivantes : définition des propriétaires fonctionnels et techniques par domaine de données; déclaration des sources autoritatives par objet, attribut, tenant, site et environnement; priorisation des sources avec score de confiance, score de fraîcheur et score de complétude; certification périodique des données critiques.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00320,V13,GOV,Fonctionnelle,N2,"Le module Gouvernance de la donnée et sources autoritatives doit fournir les capacités avancées suivantes : gel contrôlé des objets critiques pendant opérations sensibles; règles de fusion, déduplication et résolution de conflit; journalisation des décisions de gouvernance et des exceptions; tableaux de bord de gouvernance par domaine, site, tenant et criticité.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00321,V13,GOV,Qualité,N1,"Les données du module Gouvernance de la donnée et sources autoritatives doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00322,V13,GOV,Exploitation,N2,"Le module Gouvernance de la donnée et sources autoritatives doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation entreprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00323,V13,GOV,Acceptation,N1,"Le module Gouvernance de la donnée et sources autoritatives doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00324,V14,DQ,Fonctionnelle,N1,"OpenInfra doit fournir le module Qualité, certification et réconciliation des données avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.","Le domaine Qualité, certification et réconciliation des données apporte une capacité entreprise nécessaire au référentiel OpenInfra v4.","Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Qualité, certification et réconciliation des données est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
